bib,low,high,low_dist,high_dist,diff,length,meters_sec,climb,zscore
156,2019-07-25T12:27:31Z,2019-07-25T13:19:41Z,74.50463911663654,88.65137238255947,52.1666666666667,14.146733265922933,4.519723088154292,izoard,-0.5657424588870441
157,2019-07-25T12:35:37Z,2019-07-25T13:18:25Z,74.79514566084987,88.74678996079925,42.8,13.951644299949379,5.432883294372811,izoard,0.347417747331475
158,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.62198649255231,88.62138312080054,49.7166666666667,13.999396628248235,4.693059546848218,izoard,-0.3924060001931178
161,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.71000000169876,88.66757987871273,49.7166666666667,13.95757987701397,4.679041192428418,izoard,-0.40642435461291804
162,2019-07-25T12:27:31Z,2019-07-25T13:10:45Z,74.80243991059581,88.64009267667447,43.2333333333333,13.837652766078662,5.334484489621689,izoard,0.24901894258035284
163,2019-07-25T12:27:15Z,2019-07-25T13:15:22Z,74.69171513711646,88.73406365465996,48.1166666666667,14.042348517543502,4.863993251660375,izoard,-0.22147229538096092
164,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.51592974258172,88.62001114770412,49.7166666666667,14.1040814051224,4.728153337285417,izoard,-0.3573122097559187
165,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.61467719761139,88.68370684965379,49.7166666666667,14.069029652042403,4.7164028334034205,izoard,-0.36906271363791543
166,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.69087055479405,88.6649829314864,49.7166666666667,13.97411237669236,4.684583431676956,izoard,-0.40088211536437957
167,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.66462939758974,88.66239640965172,49.7166666666667,13.997767012061985,4.692513245746558,izoard,-0.39295230129477776
168,2019-07-25T12:27:15Z,2019-07-25T13:10:45Z,74.79313387124209,88.74258447048838,43.5,13.94945059924629,5.344617087833828,izoard,0.2591515407924918
171,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.65135553165304,88.64793693589446,47.6166666666667,13.996581404241425,4.899048443906694,izoard,-0.18641710313464177
172,2019-07-25T12:35:06Z,2019-07-25T13:24:49Z,74.53534443510871,88.62354038462698,49.7166666666667,14.088195949518266,4.722828008554564,izoard,-0.36263753848677194
174,2019-07-25T12:27:15Z,2019-07-25T13:13:30Z,74.72227701273106,88.74373644651453,46.25,14.021459433783477,5.052778174336388,izoard,-0.032687372704947926
175,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.56088436627833,88.64213331656869,47.6166666666667,14.081248950290359,4.928683566779965,izoard,-0.15678198026137125
176,2019-07-25T12:35:06Z,2019-07-25T13:22:43Z,74.59401908877462,88.59252791925542,47.6166666666667,13.998508830480802,4.899723076822122,izoard,-0.18574247021921408
178,2019-07-25T12:35:06Z,2019-07-25T13:24:12Z,74.94496647418084,88.61067267827262,49.1,13.665706204091776,4.638732587946971,izoard,-0.4467329590943647
