StravaSegment,OrderInRace,AtKM,race,year,stage,class,notes
Demi-Quartier>airport,1,155,criterium du dauphine,2020,5,2.UWT,none
MuurvanGeraardsbergen(classic),1,85.5,binckbank tour,2020,5,2.UWT,none
Bosberg(kasseien),1,90.5,binckbank tour,2020,5,2.UWT,none
Onkerzeleberg(Botermelkstraat-Kampstraat),1,100,binckbank tour,2020,5,2.UWT,none
DenderoordbergFlandersHill,1,105.5,binckbank tour,2020,5,2.UWT,none
MuurvanGeraardsbergen(classic),2,111.5,binckbank tour,2020,5,2.UWT,none
Bosberg(kasseien),2,116,binckbank tour,2020,5,2.UWT,none
Onkerzeleberg(Botermelkstraat-Kampstraat),2,125.5,binckbank tour,2020,5,2.UWT,none
DenderoordbergFlandersHill,2,131,binckbank tour,2020,5,2.UWT,none
MuurvanGeraardsbergen(classic),3,137,binckbank tour,2020,5,2.UWT,none
Bosberg(kasseien),3,141.5,binckbank tour,2020,5,2.UWT,none
Onkerzeleberg(Botermelkstraat-Kampstraat),3,151,binckbank tour,2020,5,2.UWT,none
DenderoordbergFlandersHill,3,156.5,binckbank tour,2020,5,2.UWT,none
MuurvanGeraardsbergen(classic),4,162.5,binckbank tour,2020,5,2.UWT,none
Bosberg(kasseien),4,167,binckbank tour,2020,5,2.UWT,none
Onkerzeleberg(Botermelkstraat-Kampstraat),4,176.5,binckbank tour,2020,5,2.UWT,none
DenderoordbergFlandersHill,4,182,binckbank tour,2020,5,2.UWT,none
RueDuParadisClimb,1,44,binckbank tour,2020,5,2.UWT,none
MontePitoro(daBaraBar),1,17,tirreno-adriatico,2020,1,2.UWT,none
MontePitoro(daBaraBar),2,44,tirreno-adriatico,2020,1,2.UWT,none
MontePitoro(daBaraBar),3,71.5,tirreno-adriatico,2020,1,2.UWT,none
Montemagno,1,5,tirreno-adriatico,2020,2,2.UWT,none
206-bivioPapacqua,1,97.5,tirreno-adriatico,2020,2,2.UWT,none
CannetodaLaGabellaPaoloBi,1,137,tirreno-adriatico,2020,2,2.UWT,none
IlPupillo*,1,188,tirreno-adriatico,2020,2,2.UWT,none
SalitaNarnicompleta,1,10.5,tirreno-adriatico,2020,4,2.UWT,none
CastellucciodegliEroi-ForcadiGualdo,1,144.5,tirreno-adriatico,2020,4,2.UWT,none
SalitaPiano-Valico,1,158,tirreno-adriatico,2020,4,2.UWT,none
Ospedalettorealclimb,1,183.5,tirreno-adriatico,2020,4,2.UWT,none
NorciaclimbbacktowardsPreci,1,4.5,tirreno-adriatico,2020,5,2.UWT,none
Maceretoclimb,1,38,tirreno-adriatico,2020,5,2.UWT,none
Tolen-pater,1,87.5,tirreno-adriatico,2020,5,2.UWT,none
LoroPicenoClimbTop,1,106.5,tirreno-adriatico,2020,5,2.UWT,none
PasoSanGinesio-SanGinesio,1,123.5,tirreno-adriatico,2020,5,2.UWT,none
Cerreto-Gualdo,1,145.5,tirreno-adriatico,2020,5,2.UWT,none
ContradaMolinoClimb,1,161.5,tirreno-adriatico,2020,5,2.UWT,none
SuatuttafinoadAmandola.,1,182,tirreno-adriatico,2020,5,2.UWT,none
sarnano-sassotetto,1,202,tirreno-adriatico,2020,5,2.UWT,none
StradaProvinciale55Climb,1,141,tirreno-adriatico,2020,5,2.UWT,none
Mesnuls+côte,1,8.5,paris - nice,2020,1,2.UWT,none
NeauphlesleFlandre,1,82,paris - nice,2020,1,2.UWT,none
MurdeMontainville,1,124,paris - nice,2020,1,2.UWT,none
CotedeHerbeville,1,127,paris - nice,2020,1,2.UWT,none
NeauphlesleFlandre,2,149.5,paris - nice,2020,1,2.UWT,none
CotedeBusset,1,23.5,paris - nice,2020,5,2.UWT,none
ChevalRigon,1,39,paris - nice,2020,5,2.UWT,none
CôtedeTrèves-382m,1,166.5,paris - nice,2020,5,2.UWT,none
ChemindesCarrossesClimb,1,182.5,paris - nice,2020,5,2.UWT,none
ChallengedelaCrémade,1,27.5,paris - nice,2020,6,2.UWT,none
ColdeMursest,1,47,paris - nice,2020,6,2.UWT,none
ClimbtoGordes,1,68.5,paris - nice,2020,6,2.UWT,none
PointuSuddepuisroutedebonnieuxx,1,100,paris - nice,2020,6,2.UWT,none
AvenueNormandieNiemenClimb,1,114.5,paris - nice,2020,6,2.UWT,none
casaneuve,1,124.5,paris - nice,2020,6,2.UWT,none
D209Climb,1,129.5,paris - nice,2020,6,2.UWT,none
Auribeauclimb,1,148.5,paris - nice,2020,6,2.UWT,none
AvenueNormandieNiemenClimb,2,162,paris - nice,2020,6,2.UWT,none
Côtedel'AbbayeSaint-Hilaire,1,85,paris - nice,2020,6,2.UWT,none
Bonnieuxfg,1,94,paris - nice,2020,6,2.UWT,none
montéedegattièresparcarrosleneuf,1,14.5,paris - nice,2020,7,2.UWT,none
ColdeVencedepartetarriveeFFC,1,35,paris - nice,2020,7,2.UWT,none
BosseRoquesteron/Sigale,1,80,paris - nice,2020,7,2.UWT,none
MontéeStAntonin/D27,1,92.5,paris - nice,2020,7,2.UWT,none
ColdeSaint-Martinouest,1,165,paris - nice,2020,7,2.UWT,none
TarganiceBrzezinskapodjazd,1,24.5,tour de pologne,2020,3,2.UWT,none
WidokowaUp,1,58,tour de pologne,2020,3,2.UWT,none
TarganiceBrzezinskapodjazd,2,64.5,tour de pologne,2020,3,2.UWT,none
WidokowaUp,2,98.5,tour de pologne,2020,3,2.UWT,none
TarganiceBrzezinskapodjazd,3,105,tour de pologne,2020,3,2.UWT,none
PrzegibekGórskadoszczytu,1,123.5,tour de pologne,2020,3,2.UWT,none
PrzegibekGórskadoszczytu,2,162.5,tour de pologne,2020,3,2.UWT,none
ArmiiKrajowej(doronda),1,180.5,tour de pologne,2020,3,2.UWT,none
ArmiiKrajowej(doronda),2,187.5,tour de pologne,2020,3,2.UWT,none
ArmiiKrajowej(doronda),3,194.5,tour de pologne,2020,3,2.UWT,none
ArmiiKrajowej(doronda),4,202,tour de pologne,2020,3,2.UWT,none
PotokGrocholow,1,10,tour de pologne,2020,4,2.UWT,none
GliczarówodStradeBianche,1,43.5,tour de pologne,2020,4,2.UWT,none
LosienaRusinskiW.,1,47.5,tour de pologne,2020,4,2.UWT,none
PotokGrocholow,2,58.5,tour de pologne,2020,4,2.UWT,none
GliczarówodStradeBianche,2,92.5,tour de pologne,2020,4,2.UWT,none
LosienaRusinskiW.,2,96,tour de pologne,2020,4,2.UWT,none
PotokGrocholow,3,107.5,tour de pologne,2020,4,2.UWT,none
GliczarówodStradeBianche,3,141,tour de pologne,2020,4,2.UWT,none
LosienaRusinskiW.,3,144.5,tour de pologne,2020,4,2.UWT,none
Bukowina->kosciól,1,154,tour de pologne,2020,4,2.UWT,none
Freewayclimb,1,6.5,santos tour down under,2020,3,2.UWT,none
Kelly'sHill,1,41,santos tour down under,2020,3,2.UWT,none
AdelaideMannumRdClimb,1,70.5,santos tour down under,2020,3,2.UWT,none
BridgetoTopofTorrensHill,1,131,santos tour down under,2020,3,2.UWT,none
MaccyclimboutofMeadows,1,58.5,santos tour down under,2020,5,2.UWT,none
Crow'sNestRoad,1,128.5,santos tour down under,2020,5,2.UWT,none
BakersGullytoOldCoachClimb,1,50,santos tour down under,2020,5,2.UWT,none
FIRST6KMTOWARDSVENCE,1,11,tour de france,2020,3,2.UWT,none
PontduLoup-PreduLac,1,40.5,tour de france,2020,3,2.UWT,none
ColdeFerrieredeGrassecentre,1,80.5,tour de france,2020,3,2.UWT,none
RN85:LaBatie>ColdeLuens,1,99.5,tour de france,2020,3,2.UWT,none
ColdesLeques,1,117.5,tour de france,2020,3,2.UWT,none
LaGourreClimb,1,152.5,tour de france,2020,3,2.UWT,none
SerrestoL'Epine,1,49,tour de france,2020,5,2.UWT,none
Nyons-lacommanderie,1,108,tour de france,2020,5,2.UWT,none
CitelledepuisSallessurBois,1,129.5,tour de france,2020,5,2.UWT,none
Meysse-SaintVincent,1,167,tour de france,2020,5,2.UWT,none
#TDF2020_Last4km_Tri07,1,182,tour de france,2020,5,2.UWT,none
CôtedeLuzençon,1,8.5,tour de france,2020,7,2.UWT,none
AscensiondepuisSaint-Sernin-sur-Rance,1,48,tour de france,2020,7,2.UWT,none
ColdePeyronnenc(myCols.app),1,73,tour de france,2020,7,2.UWT,none
13émeCôteRoquecourbe,1,122,tour de france,2020,7,2.UWT,none
Granges-de-LadoyeviaChâteau-Chalon,1,84,tour de france,2020,19,2.UWT,none
StGermainMournans,1,117.5,tour de france,2020,19,2.UWT,none
BosseGillois-Bief-des-Maisons-GrandChalesme,1,132.5,tour de france,2020,19,2.UWT,none
CôteForêtdelaFayedeMontrond(dep.aérodromeCrotenay),1,102,tour de france,2020,19,2.UWT,none
Les-Planches-en-Montagne-Chaux-des-Crotenay,1,148,tour de france,2020,19,2.UWT,none
AlloftheJabel,1,162,uae tour,2020,5,2.UWT,none
AlloftheJabel,1,184,uae tour,2020,3,2.UWT,none
ColldeOrdal,1,24,volta ciclista a catalunya,2019,7,2.UWT,none
VoltaCatalunyaultimoskm's,1,91,volta ciclista a catalunya,2019,7,2.UWT,none
VoltaCatalunyaultimoskm's,2,98,volta ciclista a catalunya,2019,7,2.UWT,none
VoltaCatalunyaultimoskm's,3,105.5,volta ciclista a catalunya,2019,7,2.UWT,none
VoltaCatalunyaultimoskm's,4,112.5,volta ciclista a catalunya,2019,7,2.UWT,none
VoltaCatalunyaultimoskm's,5,120,volta ciclista a catalunya,2019,7,2.UWT,none
VoltaCatalunyaultimoskm's,6,127,volta ciclista a catalunya,2019,7,2.UWT,none
VoltaCatalunyaultimoskm's,7,134.5,volta ciclista a catalunya,2019,7,2.UWT,none
VoltaCatalunyaultimoskm's,8,141.5,volta ciclista a catalunya,2019,7,2.UWT,none
ColldeCoubetperl'HostaldelSol,1,45,volta ciclista a catalunya,2019,4,2.UWT,none
CAMDEVANOL-COLLDELACREUETAPERMONGRONY,1,94.5,volta ciclista a catalunya,2019,4,2.UWT,none
LAMOLINA,1,129,volta ciclista a catalunya,2019,4,2.UWT,none
LAMOLINA(ALP),1,154,volta ciclista a catalunya,2019,4,2.UWT,none
LaGangadesdeCalongev2.0,1,17.5,volta ciclista a catalunya,2019,3,2.UWT,none
CanBundància-ColldeCamporiol(1ªpart),1,115,volta ciclista a catalunya,2019,3,2.UWT,none
Oix-ColldePera,1,127.5,volta ciclista a catalunya,2019,3,2.UWT,none
Begethastaelsommet,1,148.5,volta ciclista a catalunya,2019,3,2.UWT,none
Vallter2000desdeSetcases,1,180,volta ciclista a catalunya,2019,3,2.UWT,none
Mieres-SantaPautrafficlights,1,92,volta ciclista a catalunya,2019,3,2.UWT,none
ColldeCanBordoi(Dosrius),1,12,volta ciclista a catalunya,2019,2,2.UWT,none
SantaPellaiadesdeCassa,1,77.5,volta ciclista a catalunya,2019,2,2.UWT,none
CarrerDeBrussel·LesClimb,1,128,volta ciclista a catalunya,2019,2,2.UWT,none
FinaletapaLaVolta2019,1,131,volta ciclista a catalunya,2019,2,2.UWT,none
Romanyà(desdeFontPicant),1,142.5,volta ciclista a catalunya,2019,2,2.UWT,none
CarrerDeBrussel·LesClimb,2,164.5,volta ciclista a catalunya,2019,2,2.UWT,none
FinaletapaLaVolta2019,2,168,volta ciclista a catalunya,2019,2,2.UWT,none
del'autopistad'arenysdemaracollsacreu,1,13.5,volta ciclista a catalunya,2019,1,2.UWT,none
SantCeloni-SantaFe[LP],1,48.5,volta ciclista a catalunya,2019,1,2.UWT,none
Aiguafreda-ElMuntanya,1,93.5,volta ciclista a catalunya,2019,1,2.UWT,none
DelBrullaCollformic,1,107,volta ciclista a catalunya,2019,1,2.UWT,none
Pto.CollsacreudesdeSantCeloni,1,144.5,volta ciclista a catalunya,2019,1,2.UWT,none
SchallenbergNord,1,21,tour de suisse,2019,2,2.UWT,none
ChuderhüsiSüd,1,33,tour de suisse,2019,2,2.UWT,none
SchallenbergNord,2,74,tour de suisse,2019,2,2.UWT,none
ChuderhüsiSüd,2,86.5,tour de suisse,2019,2,2.UWT,none
SchallenbergNord,3,127.5,tour de suisse,2019,2,2.UWT,none
ChuderhüsiSüd,3,139.5,tour de suisse,2019,2,2.UWT,none
BergClimb,1,27.5,tour de suisse,2019,3,2.UWT,none
GrimpettedeLorette,1,108.5,tour de suisse,2019,3,2.UWT,none
Schmittenstutz,1,7,tour de suisse,2019,3,2.UWT,none
Romont:entréesud,1,80,tour de suisse,2019,3,2.UWT,none
RoutedeBerne/Schiffenen,1,112,tour de suisse,2019,3,2.UWT,none
BalsthaltoPasswangClimb,1,88,tour de suisse,2019,4,2.UWT,none
Breitenbarch-FehrenClimb,1,107,tour de suisse,2019,4,2.UWT,none
DornacherstrasseClimb,1,123,tour de suisse,2019,4,2.UWT,none
Welschhans1Climb,1,145,tour de suisse,2019,4,2.UWT,none
DornacherstrasseClimb,2,151.5,tour de suisse,2019,4,2.UWT,none
Spitalberg,1,128,tour de suisse,2019,4,2.UWT,none
Spitalberg,2,156.5,tour de suisse,2019,4,2.UWT,none
Welschhans1Climb,1,6,tour de suisse,2019,5,2.UWT,none
"Reigoldswil-Liedertswil,SixfeldClimb",1,19.5,tour de suisse,2019,5,2.UWT,none
BärewilClimb,1,31.5,tour de suisse,2019,5,2.UWT,none
Bottenwilerstr.long,1,54,tour de suisse,2019,5,2.UWT,none
Saffental1Climb,1,76.5,tour de suisse,2019,5,2.UWT,none
Arth-RothenthurmClimb,1,141.5,tour de suisse,2019,5,2.UWT,none
bennau-schnabelberg,1,151,tour de suisse,2019,5,2.UWT,none
TdS2019Dorf-Sprint,1,154,tour de suisse,2019,5,2.UWT,none
TdS2019Dorf-Sprint,2,175,tour de suisse,2019,5,2.UWT,none
Hauenstein,1,29.5,tour de suisse,2019,5,2.UWT,none
RickenvollSchnapps,1,37.5,tour de suisse,2019,6,2.UWT,none
Unterwasser-Wildhaus(Tortourclimb),1,72.5,tour de suisse,2019,6,2.UWT,none
Flums/Tannenheim,1,122,tour de suisse,2019,6,2.UWT,none
Tamins-Flims,1,68,tour de suisse,2019,7,2.UWT,none
Lucomagno-dopogalleria,1,126,tour de suisse,2019,7,2.UWT,none
SaintGotthard-Tremola,1,219,tour de suisse,2019,7,2.UWT,none
Biasca-HotelBaldi,1,192,tour de suisse,2019,7,2.UWT,none
NufenenPassFulltoSign,1,13,tour de suisse,2019,9,2.UWT,none
SaintGotthard-Tremola,1,49,tour de suisse,2019,9,2.UWT,none
FurkapassClimb,1,75,tour de suisse,2019,9,2.UWT,none
ColduPasdePeyroldepuisMandailles,1,34,criterium du dauphine,2019,1,2.UWT,none
MarmanhacClimb,1,97,criterium du dauphine,2019,1,2.UWT,none
Côteleslimites,1,108,criterium du dauphine,2019,1,2.UWT,none
MarmanhacClimb,2,124,criterium du dauphine,2019,1,2.UWT,none
Côteleslimites,2,135,criterium du dauphine,2019,1,2.UWT,none
BossedeSermiers,1,166.5,tour de france,2019,3,2.UWT,none
BossedeNanteuil,1,172.5,tour de france,2019,3,2.UWT,none
Cumierestovineyardpathatviewpoint,1,185.5,tour de france,2019,3,2.UWT,none
Bellevue,1,190,tour de france,2019,3,2.UWT,none
côtedeMutigny,1,199,tour de france,2019,3,2.UWT,none
nicolasfeuillatte/bernonparlesvignesTDF2019,1,211,tour de france,2019,3,2.UWT,none
ruedescoteauxepernay(arrivéetourdefrance2019),1,215,tour de france,2019,3,2.UWT,none
lecraondeludesparlafacenord,1,8,tour de france,2019,4,2.UWT,none
VoieSacréeClimb,1,120.5,tour de france,2019,4,2.UWT,none
SortieDommartin-lès-Toul>Villey-le-Sec,1,185,tour de france,2019,4,2.UWT,none
CôtedeMarondel’ÉgliseàlaRouteduCharbonnier,1,198,tour de france,2019,4,2.UWT,none
CheminDuPréFleuriClimb,1,15,tour de france,2019,5,2.UWT,none
CôtedeGrendelbruchTDF2019,1,44,tour de france,2019,5,2.UWT,none
#Kientzheim-RestaurantHK,1,109,tour de france,2019,5,2.UWT,none
Golftroisépis,1,140,tour de france,2019,5,2.UWT,none
Montée5chateauxparStGilles,1,155.5,tour de france,2019,5,2.UWT,none
GrandBallondepuisLinthal,1,50,tour de france,2019,6,2.UWT,none
ColduHundsrückFullClimb,1,74,tour de france,2019,6,2.UWT,none
Ballond'Alsace(Sewen)-D466_8-D465_0,1,104.5,tour de france,2019,6,2.UWT,none
ColdesCroixparLeThillot,1,123,tour de france,2019,6,2.UWT,none
ColdesChevrèresdepuisServance,1,141.5,tour de france,2019,6,2.UWT,none
Superplanchedesbellesfilles2019(kieu),1,161,tour de france,2019,6,2.UWT,none
ColdelaCroixMontmain,1,51,tour de france,2019,8,2.UWT,none
CrxdeThel,1,71.5,tour de france,2019,8,2.UWT,none
LaGrandeGrangeClimb,1,85,tour de france,2019,8,2.UWT,none
035CôtedelaCroixdeSigny#100cols,1,97,tour de france,2019,8,2.UWT,none
CôtedesAvergues,1,132,tour de france,2019,8,2.UWT,none
MontéeSteFoy-Aveize,1,148.5,tour de france,2019,8,2.UWT,none
LeCartetEtLaBrosseClimb,1,161.5,tour de france,2019,8,2.UWT,none
LeVernay,1,187.5,tour de france,2019,8,2.UWT,none
Leterrierclimb,1,197,tour de france,2019,8,2.UWT,none
CôtedeChambles,1,17.5,tour de france,2019,9,2.UWT,none
LeMurd'Aurec,1,36,tour de france,2019,9,2.UWT,none
AubissouClimb,1,73.5,tour de france,2019,9,2.UWT,none
Arland-LaChaiseDieuClimb,1,105.5,tour de france,2019,9,2.UWT,none
côtedeSaint-Just,1,157.5,tour de france,2019,9,2.UWT,none
MontéedeCarrerasses,1,62.5,tour de france,2019,12,2.UWT,none
ColdePeyresourdeNo12GreatestTDFClimbs,1,146,tour de france,2019,12,2.UWT,none
HORQUETTED´ANCIZAN(Guchen)/www.pirenaica.com,1,178.5,tour de france,2019,12,2.UWT,none
CoteLabatmaledepuisPontacq,1,11,tour de france,2019,14,2.UWT,none
Soulor-OfficialTDFClimb-fromFerrieres-VeloTopo.com,1,54,tour de france,2019,14,2.UWT,none
climbTourmaletdepuisLuz,1,111,tour de france,2019,14,2.UWT,none
ColdesTougnetsdepuisRouvenac,1,23.5,tour de france,2019,15,2.UWT,none
Fougax-Montsegur,1,59.5,tour de france,2019,15,2.UWT,none
Portdel'Hers(East),1,120,tour de france,2019,15,2.UWT,none
098ColdePéguère#100cols,1,146.5,tour de france,2019,15,2.UWT,none
Pratd'Albis-TourdeFrance,1,185,tour de france,2019,15,2.UWT,none
coldelaSentinelle(versantsud),1,191.5,tour de france,2019,17,2.UWT,none
SavinetoLaPalatriereClimb,1,13,tour de france,2019,18,2.UWT,none
ColdeVarsNo95GreatestTDFClimbs,1,82.5,tour de france,2019,18,2.UWT,none
izoardsudbridgetop,1,133,tour de france,2019,18,2.UWT,none
ColduLautaretNo88GreatestTDFClimbs,1,180,tour de france,2019,18,2.UWT,none
ColduLautaret-ColduGalibier,1,188.5,tour de france,2019,18,2.UWT,none
AutorouteDeLaMaurienneClimb,1,24.5,tour de france,2019,19,2.UWT,none
modane-entréed'aussois,1,37.5,tour de france,2019,19,2.UWT,none
[Salita]Lanslevillard-Madeleine(BivioLanslebourg/Moncenisio-Cartellodelcolle),1,62.5,tour de france,2019,19,2.UWT,none
IseranparBonneval,1,88.5,tour de france,2019,19,2.UWT,none
MontéeValThorens-TDF2019,1,59,tour de france,2019,20,2.UWT,none
CalifornClimb,1,105.5,tour de france,2018,5,2.UWT,none
TrimenenvenantdeKergoadVras,1,112.5,tour de france,2018,5,2.UWT,none
MurdeLennon,1,131,tour de france,2018,5,2.UWT,none
Rochedufeu,1,140,tour de france,2018,5,2.UWT,none
MenezQuelerc'hdeBanineauxéoliennes,1,159.5,tour de france,2018,5,2.UWT,none
LamotteTDF2018,1,181,tour de france,2018,5,2.UWT,none
LaLorettehard,1,192.5,tour de france,2018,5,2.UWT,none
Finistèrelemur,1,204.5,tour de france,2018,5,2.UWT,none
CôtedePloudiry,1,43.5,tour de france,2018,6,2.UWT,none
MûrDeBretagne(2011TourdeFranceStage4),1,164.5,tour de france,2018,6,2.UWT,none
MûrDeBretagne(2011TourdeFranceStage4),2,181,tour de france,2018,6,2.UWT,none
AlloftheJabel,1,178,uae tour,2019,3,2.UWT,none
JebelJais-VeloViewer,1,180,uae tour,2019,6,2.UWT,none
Coldebluffymenthon,1,18.5,tour de france,2018,10,2.UWT,none
ColdelaCroixFryfromManigod,1,42.5,tour de france,2018,10,2.UWT,none
MontéeduPlateaudesGlières,1,68,tour de france,2018,10,2.UWT,none
ColdesFleuriesbis,1,89.5,tour de france,2018,10,2.UWT,none
ColdeRommeparScionzier,1,129.5,tour de france,2018,10,2.UWT,none
L'EtapeduTour2018-KOMColdelaColombière,1,143.5,tour de france,2018,10,2.UWT,none
MontéedeBisanne-D123,1,25.5,tour de france,2018,11,2.UWT,none
ColdePré(fromBeaufortstop),1,57,tour de france,2018,11,2.UWT,none
Roselenddepuislac,1,70,tour de france,2018,11,2.UWT,none
CLMLarosiere,1,108,tour de france,2018,11,2.UWT,none
ColdelaMadeleinedepuisNotreDamedeBriançon,1,52.5,tour de france,2018,12,2.UWT,none
LancetsDuMontvenier(OfficialTDF),1,83,tour de france,2018,12,2.UWT,none
(M)ColdelaCroixdeFer-StJeandeMaurienne,1,121,tour de france,2018,12,2.UWT,none
Alped'Huez(OfficialCronoCourse),1,176,tour de france,2018,12,2.UWT,none
ColduGrandcChataignerdepuisSt-Paul,1,80.5,tour de france,2018,14,2.UWT,none
D17-D156climb,1,98.5,tour de france,2018,14,2.UWT,none
ColdelaCroixdeBerthel(viaD37),1,129,tour de france,2018,14,2.UWT,none
TreimesClimb,1,153.5,tour de france,2018,14,2.UWT,none
CôtedelaCroix-NeuveNo43GreatestTDFClimbs,1,187,tour de france,2018,14,2.UWT,none
BourgsaintAndéol-Bidon,1,16,tour de france,2018,14,2.UWT,none
CôtedeLuzençon,1,8,tour de france,2018,15,2.UWT,none
LaRoubertarieClimb,1,63.5,tour de france,2018,15,2.UWT,none
MontéePicdeNoreparYES,1,139.5,tour de france,2018,15,2.UWT,none
SagnotsClimb,1,75,tour de france,2018,15,2.UWT,none
Fanjeauxclimb(NE),1,23.5,tour de france,2018,16,2.UWT,none
Vicaria(facePamiers),1,71,tour de france,2018,16,2.UWT,none
CôtedeMadière(Versionlongue),1,81,tour de france,2018,16,2.UWT,none
ColdePortetd'Aspet(StLary),1,154.5,tour de france,2018,16,2.UWT,none
ColdeMentérealclimb,1,170.5,tour de france,2018,16,2.UWT,none
PORTILLON(Bossòst)/www.pirenaica.com,1,207.5,tour de france,2018,16,2.UWT,none
MontéedeMontréalpancarte,1,12.5,tour de france,2018,16,2.UWT,none
Bagneres-de-LuchontoColduPeyresourde,1,14.5,tour de france,2018,17,2.UWT,none
Cold'AzetNo11GreatestTDFClimbs,1,36,tour de france,2018,17,2.UWT,none
ColduPortet(2215m),1,65,tour de france,2018,17,2.UWT,none
ColduVidalet,1,6,tour de france,2018,19,2.UWT,none
D81gourgue/capvern,1,39.5,tour de france,2018,19,2.UWT,none
Cold'Aspin(EasternApproach),1,77.5,tour de france,2018,19,2.UWT,none
ColduTourmaletdepuisSteMariedeCampan,1,107.5,tour de france,2018,19,2.UWT,none
ColduBorderesfromturnoff,1,158.5,tour de france,2018,19,2.UWT,none
Soulor-OfficialClimb-fromArrens-Marsous-VeloTopo.com,1,170.5,tour de france,2018,19,2.UWT,none
AubisquethelastclimbsinceSoulor,1,180,tour de france,2018,19,2.UWT,none
Bonvillars-Fontanezier,1,29,tour de romandie,2019,1,2.UWT,none
CheminDesRâpesClimb,1,36.5,tour de romandie,2019,1,2.UWT,none
MontDesVerrières1Climb,1,60.5,tour de romandie,2019,1,2.UWT,none
CôteRosièreACF,1,89.5,tour de romandie,2019,1,2.UWT,none
LaSagne-LeCommunal,1,103.5,tour de romandie,2019,1,2.UWT,none
ColdelaVue-des-Alpes,1,122.5,tour de romandie,2019,1,2.UWT,none
LaTourne2Climb,1,143,tour de romandie,2019,1,2.UWT,none
LaSagne-LeCommunal,2,157,tour de romandie,2019,1,2.UWT,none
CrêtduLocle,1,108.5,tour de romandie,2019,1,2.UWT,none
CrêtduLocle,2,162,tour de romandie,2019,1,2.UWT,none
LesPetitsPonts/LaTourne,1,26,tour de romandie,2019,2,2.UWT,none
OrbeàColduMollendruzparRomainmotieretVaulion,1,98,tour de romandie,2019,2,2.UWT,none
Patinoire-Bussy-Chardonney,1,142,tour de romandie,2019,2,2.UWT,none
LeReymond50Climb,1,8,tour de romandie,2019,2,2.UWT,none
CrêtduLocle,1,2,tour de romandie,2019,2,2.UWT,none
AscensionPrévonloup,1,30,tour de romandie,2019,4,2.UWT,none
Vionnaz-Torgon(TDR2019),1,105.5,tour de romandie,2019,4,2.UWT,none
CôtedeMoussages,1,10.5,criterium du dauphine,2019,2,2.UWT,none
LaRibeyreDeLeybrosClimb,1,19,criterium du dauphine,2019,2,2.UWT,none
LesNozièresClimb,1,37.5,criterium du dauphine,2019,2,2.UWT,none
CôtedeCheylade,1,46.5,criterium du dauphine,2019,2,2.UWT,none
LaGazelleclimb,1,56,criterium du dauphine,2019,2,2.UWT,none
ColduBaladour1207mdepuisAllanche,1,68,criterium du dauphine,2019,2,2.UWT,none
tailladissime,1,128.5,criterium du dauphine,2019,2,2.UWT,none
ColdelaVernede,1,137.5,criterium du dauphine,2019,2,2.UWT,none
BossedeStVictorsurArlanc,1,162,criterium du dauphine,2019,2,2.UWT,none
MontéeChazelle,1,39,criterium du dauphine,2019,5,2.UWT,none
StSymphorienSudOuestbyLeMonstre,1,48,criterium du dauphine,2019,5,2.UWT,none
XrégisGivors,1,93.5,criterium du dauphine,2019,5,2.UWT,none
MontéeSaintMarcel,1,111,criterium du dauphine,2019,5,2.UWT,none
GrimpettesortiedeRives,1,190,criterium du dauphine,2019,5,2.UWT,none
CôtedeVaux,1,10,criterium du dauphine,2019,6,2.UWT,none
Gresy-Lescherainesup,1,100,criterium du dauphine,2019,6,2.UWT,none
finalduchatelard,1,117.5,criterium du dauphine,2019,6,2.UWT,none
École-ColduFrêne,1,131.5,criterium du dauphine,2019,6,2.UWT,none
D202Climb,1,144.5,criterium du dauphine,2019,6,2.UWT,none
aitonbas>lefort,1,154.5,criterium du dauphine,2019,6,2.UWT,none
montéesaintgeorgesdhurtiere,1,165,criterium du dauphine,2019,6,2.UWT,none
