stage,race,race_standard,year,class,time_trial,one_day_race,grand_tour,type,sof,tt,classics,n
7,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,-19.062797,64.76611561,23.89482457,5.117916355,9
7,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,2.863706321,-6.389276824,2.123379417,2.081177307,5
8,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,-160.8603347,58.94802388,11.82651246,46.84026059,9
8,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,-20.35464312,18.8366751,35.88003129,6.724785148,10
8,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,9.246030847,-7.419657282,0.980077703,0.588226827,4
8,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,26.96518724,38.93979405,-2.054901293,0.217338693,7
9,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,22.92489039,5.119628008,-1.716457538,4.294760029,8
9,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,89.33192379,224.1871097,-27.34078057,-47.37196916,10
9,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,29.40528623,25.08227099,5.4390382,-0.012941248,8
9,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,66.66132748,123.2088962,-23.44346385,-34.52928225,10
10,vuelta a espana,Vuelta a Espana,2014,2.UWT,1,0,1,61.64949001,150.5592188,-38.52307348,-14.40843073,9
10,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,-46.75994636,6.119667856,13.30569615,13.56544166,8
10,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,73.93792626,175.0842499,-6.362380891,-40.52328716,10
10,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,-12.42141694,20.68912487,10.43074119,14.11545551,6
11,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,79.95305372,193.0215397,-8.615053247,-45.80419588,10
11,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,56.75245497,100.4862111,-27.50966286,-22.68753618,9
11,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,78.23281448,179.6933336,-10.6312462,-45.65705639,10
11,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,73.72075587,150.2121477,-20.09564315,-42.06129144,10
12,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,-95.39980534,28.24626712,-11.22343129,46.3648114,10
12,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,-111.5470983,14.07601062,-2.813768888,3.441581491,10
12,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,19.51397153,78.01625447,22.4521323,-0.133026054,9
12,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,-1.455249195,-2.118004196,2.891083204,1.581142965,3
13,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,19.87583738,143.9519949,6.244502717,-37.8723385,10
13,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,3.955456658,0.902785729,19.5193162,5.26612993,7
13,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,-1.240213532,-4.389380279,-4.475782711,5.482908896,3
13,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,5.093965965,102.3481405,-22.27963356,-15.50619972,10
14,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,17.85948125,26.93607232,-9.104192608,-9.947926403,3
14,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,40.16585744,95.98172143,-8.398383031,-30.17193084,7
14,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,29.63424117,27.05132213,-6.798098627,-8.665823031,7
14,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,82.56314989,178.5684523,-29.26987133,-50.16419931,10
15,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,76.48078634,193.548753,-6.194748577,-44.40882888,9
15,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,86.69487209,207.4090826,-7.914089046,-53.74022988,10
15,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,47.17211244,81.31440262,-9.347370209,-25.06378438,8
15,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,66.6450547,122.5880621,-21.49468595,-30.77944095,10
16,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,73.06200025,167.1178508,-6.96513056,-39.61536339,10
16,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,28.84961284,29.17584309,-7.789237003,-12.39043591,6
16,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,-51.148267,-8.250623119,-6.036475675,-2.298250215,9
16,vuelta a espana,Vuelta a Espana,2017,2.UWT,1,0,1,55.61737378,117.6402737,-26.15143261,-26.41268988,8
17,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,-52.57542364,28.03742829,2.832184114,31.38468854,6
17,vuelta a espana,Vuelta a Espana,2015,2.UWT,1,0,1,57.81786462,131.2059611,-38.28578934,-8.105572945,9
17,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,19.31186365,10.18249788,-1.117777368,-3.863154448,5
17,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,64.08165652,125.2171708,-19.62058387,-33.7259643,9
18,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,71.22719433,163.486043,-3.866925794,-37.79785362,10
18,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,48.85011351,103.5565217,7.813201891,-17.71084687,8
18,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,-52.94760603,-10.3758316,-7.207141903,0.79993978,10
18,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,-16.6697942,11.22450745,19.87542526,16.00765175,7
19,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,-46.1094009,22.21375801,8.686570793,23.89287591,7
19,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,8.688735708,-4.569137225,-5.52969269,1.55530777,3
19,vuelta a espana,Vuelta a Espana,2016,2.UWT,1,0,1,36.80354677,71.32299777,-23.43791212,-6.234582266,9
19,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,34.00116416,50.21422517,1.212432157,-5.858988874,8
20,vuelta a espana,Vuelta a Espana,2014,2.UWT,0,0,1,69.97680442,157.7848318,-4.659529548,-36.97353363,10
20,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,9.769835327,2.779289011,-0.624674109,2.012376527,3
20,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,39.58094112,50.70527976,9.13242842,-15.6705231,9
20,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,77.36267099,166.2309694,-17.38289855,-42.33441891,10
21,vuelta a espana,Vuelta a Espana,2014,2.UWT,1,0,1,1.655761475,9.84841253,-34.16040415,31.07684893,7
21,vuelta a espana,Vuelta a Espana,2015,2.UWT,0,0,1,-112.4160702,10.86037451,-3.929897628,0.948540258,10
21,vuelta a espana,Vuelta a Espana,2016,2.UWT,0,0,1,-26.89201152,-9.953657771,1.023119421,1.083284065,8
21,vuelta a espana,Vuelta a Espana,2017,2.UWT,0,0,1,-71.25139356,-2.231390127,-1.765455027,3.850692026,10
1,vuelta al pais vasco,Tour of the Basque Country,2017,2.UWT,0,0,0,-12.0468248,28.6770583,9.489179841,10.13554215,8
2,vuelta al pais vasco,Tour of the Basque Country,2017,2.UWT,0,0,0,4.508454872,81.00179256,17.08109055,17.97824411,9
3,vuelta al pais vasco,Tour of the Basque Country,2017,2.UWT,0,0,0,35.15197192,108.24442,35.54856502,7.884568157,10
4,vuelta al pais vasco,Tour of the Basque Country,2017,2.UWT,0,0,0,35.72489073,152.4736368,29.25807742,15.8086487,10
5,vuelta al pais vasco,Tour of the Basque Country,2017,2.UWT,0,0,0,78.73890043,196.7860239,1.860270768,-37.82981345,10
6,vuelta al pais vasco,Tour of the Basque Country,2017,2.UWT,1,0,0,46.06326683,162.5466782,4.257510861,2.723192499,10
1,vuelta ciclista al pais vasco,Tour of the Basque Country,2013,2.UWT,0,0,0,47.39209701,108.4326554,9.635672736,-20.18588114,8
1,vuelta ciclista al pais vasco,Tour of the Basque Country,2014,2.UWT,0,0,0,56.16577426,123.7141685,-5.642555099,-15.99328373,10
1,vuelta ciclista al pais vasco,Tour of the Basque Country,2015,2.UWT,0,0,0,4.019698995,55.7683522,31.54656476,23.25570583,9
1,vuelta ciclista al pais vasco,Tour of the Basque Country,2016,2.UWT,0,0,0,29.08225126,45.18951868,21.81731439,11.23181215,10
2,vuelta ciclista al pais vasco,Tour of the Basque Country,2013,2.UWT,0,0,0,3.438400634,-3.238479577,24.41083748,7.410777701,5
2,vuelta ciclista al pais vasco,Tour of the Basque Country,2014,2.UWT,0,0,0,8.180614438,89.65989588,-1.494049033,30.93169263,8
2,vuelta ciclista al pais vasco,Tour of the Basque Country,2015,2.UWT,0,0,0,-13.60566618,59.87582829,42.14425396,38.98441507,9
2,vuelta ciclista al pais vasco,Tour of the Basque Country,2016,2.UWT,0,0,0,75.6871066,163.737071,-18.2722561,-40.53986399,10
3,vuelta ciclista al pais vasco,Tour of the Basque Country,2013,2.UWT,0,0,0,54.53979386,111.562067,-0.904027791,-23.95912901,9
3,vuelta ciclista al pais vasco,Tour of the Basque Country,2014,2.UWT,0,0,0,-16.06244441,22.17350623,6.41348219,27.1846316,8
3,vuelta ciclista al pais vasco,Tour of the Basque Country,2015,2.UWT,0,0,0,61.86104229,125.1950073,-22.51134966,-22.78446677,10
3,vuelta ciclista al pais vasco,Tour of the Basque Country,2016,2.UWT,0,0,0,27.12728022,32.81520351,21.2348445,11.15738987,10
4,vuelta ciclista al pais vasco,Tour of the Basque Country,2013,2.UWT,0,0,0,52.31766569,96.52941932,-17.04978311,-27.66664646,8
4,vuelta ciclista al pais vasco,Tour of the Basque Country,2014,2.UWT,0,0,0,62.60288837,140.0310215,4.943856365,-22.5353035,10
4,vuelta ciclista al pais vasco,Tour of the Basque Country,2015,2.UWT,0,0,0,76.19210419,176.0401943,-9.919306678,-32.94989078,10
4,vuelta ciclista al pais vasco,Tour of the Basque Country,2016,2.UWT,0,0,0,63.94396571,126.2988049,-9.03047847,-28.70640277,10
5,vuelta ciclista al pais vasco,Tour of the Basque Country,2013,2.UWT,0,0,0,54.36397901,111.9741008,-0.716665269,-23.77415443,9
5,vuelta ciclista al pais vasco,Tour of the Basque Country,2014,2.UWT,0,0,0,37.28005064,108.2043948,12.85562359,-3.83250735,10
5,vuelta ciclista al pais vasco,Tour of the Basque Country,2015,2.UWT,0,0,0,40.62601297,71.01483123,11.45612016,-0.331106234,10
5,vuelta ciclista al pais vasco,Tour of the Basque Country,2016,2.UWT,0,0,0,67.81576413,134.2348788,-11.5186793,-34.7965863,10
6,vuelta ciclista al pais vasco,Tour of the Basque Country,2013,2.UWT,1,0,0,54.8809974,99.61175478,-33.04948216,-19.00127745,9
6,vuelta ciclista al pais vasco,Tour of the Basque Country,2014,2.UWT,1,0,0,73.41439262,203.8033529,-39.92205987,-8.754534717,10
6,vuelta ciclista al pais vasco,Tour of the Basque Country,2015,2.UWT,1,0,0,55.00810891,130.2357186,-21.41599328,-0.825551873,10
6,vuelta ciclista al pais vasco,Tour of the Basque Country,2016,2.UWT,1,0,0,80.32547595,178.0640444,-11.87372312,-44.33744734,10
5,vuelta a burgos,Vuelta a Burgos,2016,2.HC,0,0,0,46.6124079,67.256487,-11.9446567,-20.41791745,8
3,vuelta a burgos,Vuelta a Burgos,2014,2.HC,0,0,0,37.7329716,60.269256,-7.7182142,-19.28334361,6
5,vuelta a burgos,Vuelta a Burgos,2013,2.HC,0,0,0,36.6490122,72.931909,-7.9778938,-22.08552511,5
5,vuelta a burgos,Vuelta a Burgos,2017,2.HC,0,0,0,35.1596665,30.380698,-6.2861536,-12.37139003,8
3,vuelta a burgos,Vuelta a Burgos,2017,2.HC,0,0,0,34.4898115,25.197127,-9.5941187,-11.51519986,8
3,vuelta a burgos,Vuelta a Burgos,2018,2.HC,0,0,0,34.2001275,10.970291,-5.6894037,-7.54360446,9
5,vuelta a burgos,Vuelta a Burgos,2015,2.HC,0,0,0,32.8558814,14.741968,0.5801628,-3.62282883,9
4,vuelta a burgos,Vuelta a Burgos,2015,2.HC,0,0,0,30.0829718,17.843275,1.2645845,-4.67535323,8
5,vuelta a burgos,Vuelta a Burgos,2018,2.HC,0,0,0,26.5213153,6.921061,-7.8946005,-6.8763344,7
1,vuelta a burgos,Vuelta a Burgos,2015,2.HC,0,0,0,25.7113595,25.783404,10.8003983,-0.47373326,8
1,vuelta a burgos,Vuelta a Burgos,2017,2.HC,0,0,0,24.6792839,38.221642,18.528927,1.42192839,8
5,vuelta a burgos,Vuelta a Burgos,2014,2.HC,1,0,0,24.360353,50.786818,-7.731246,-15.0915296,3
5,vuelta a burgos,Vuelta a Burgos,2019,2.HC,0,0,0,20.8015032,22.810044,4.2522831,-5.58137727,5
4,vuelta a burgos,Vuelta a Burgos,2018,2.HC,0,0,0,20.240875,4.464244,2.0692421,-3.13292273,7
3,vuelta a burgos,Vuelta a Burgos,2019,2.HC,0,0,0,17.5110975,3.304905,1.3973074,-5.93211305,5
1,vuelta a burgos,Vuelta a Burgos,2018,2.HC,0,0,0,14.7385813,-6.46412,26.1902504,2.55641789,9
3,vuelta a burgos,Vuelta a Burgos,2013,2.HC,0,0,0,14.7071972,8.403193,12.8750761,-2.43321599,8
2,vuelta a burgos,Vuelta a Burgos,2013,2.HC,0,0,0,14.4819506,-10.61074,25.3360517,9.06477838,8
1,vuelta a burgos,Vuelta a Burgos,2013,2.HC,0,0,0,13.3932729,-12.303697,22.1147184,9.42616695,8
4,vuelta a burgos,Vuelta a Burgos,2013,2.HC,0,0,0,9.314731,-22.683095,18.54866,4.29370158,9
1,vuelta a burgos,Vuelta a Burgos,2014,2.HC,0,0,0,7.6033857,-7.534134,4.2978729,5.80143834,6
4,vuelta a burgos,Vuelta a Burgos,2014,2.HC,0,0,0,7.2260122,-6.061707,5.8398383,0.4197803,5
2,vuelta a burgos,Vuelta a Burgos,2018,2.HC,0,0,0,0.4887107,-11.006129,11.4204774,-1.02348708,6
4,vuelta a burgos,Vuelta a Burgos,2019,2.HC,0,0,0,-6.9750646,20.137139,2.062716,-1.06230168,6
3,vuelta a burgos,Vuelta a Burgos,2015,2.HC,0,0,0,-9.8453682,-13.411588,25.1367693,-2.77412416,6
2,vuelta a burgos,Vuelta a Burgos,2014,2.HC,0,0,0,-11.9640304,-8.446452,4.7135501,-1.88844795,4
4,vuelta a burgos,Vuelta a Burgos,2017,2.HC,0,0,0,-15.4735565,25.304742,26.429507,15.62279631,10
1,vuelta a burgos,Vuelta a Burgos,2019,2.HC,0,0,0,-19.4155754,22.704147,42.3168283,-5.27887355,6
2,vuelta a burgos,Vuelta a Burgos,2017,2.HC,0,0,0,-29.3745459,-1.60318,10.4058908,0.06540222,6
2,vuelta a burgos,Vuelta a Burgos,2019,2.HC,0,0,0,-43.4517247,-9.209932,16.6597138,-8.68070876,6
4,vuelta a burgos,Vuelta a Burgos,2016,2.HC,0,0,0,-46.448362,-6.360669,2.7870843,-0.20663454,9
1,vuelta a burgos,Vuelta a Burgos,2016,2.HC,0,0,0,-64.8081686,-1.961275,-5.2018847,0.67228193,10
3,vuelta a burgos,Vuelta a Burgos,2016,2.HC,0,0,0,-79.0849347,4.134315,-8.1529148,4.91322702,9
1,milano-torino,Milan Torino,2013,1.HC,0,1,0,62.31929,159.19227,28.212442,-26.941438,9
1,milano-torino,Milan Torino,2014,1.HC,0,1,0,45.58268,57.84109,8.867973,-13.51576,9
1,milano-torino,Milan Torino,2015,1.HC,0,1,0,64.34421,116.18511,-2.890792,-32.603037,10
1,milano-torino,Milan Torino,2016,1.HC,0,1,0,61.53988,124.64744,12.878138,-26.844754,10
1,milano-torino,Milan Torino,2017,1.HC,0,1,0,68.40994,141.13313,-12.410124,-38.787865,9
1,milano-torino,Milan Torino,2018,1.HC,0,1,0,81.01932,193.77171,-4.232856,-40.950445,10
1,milano-torino,Milan Torino,2019,1.HC,0,1,0,51.75722,139.05696,14.841618,-4.726724,9
1,giro dell'emilia,Giro dell'Emilia,2013,1.HC,0,1,0,29.09092,40.940794,23.96133,-5.02839,7
1,giro dell'emilia,Giro dell'Emilia,2014,1.HC,0,1,0,19.31032,-1.404753,6.163852,-1.941021,6
1,giro dell'emilia,Giro dell'Emilia,2015,1.HC,0,1,0,19.17837,-10.339889,19.427154,4.765269,8
1,giro dell'emilia,Giro dell'Emilia,2016,1.HC,0,1,0,48.70264,91.767021,20.452872,-18.32215,10
1,giro dell'emilia,Giro dell'Emilia,2017,1.HC,0,1,0,52.60424,100.051189,20.95942,-17.548883,10
1,giro dell'emilia,Giro dell'Emilia,2018,1.HC,0,1,0,73.59254,160.60835,-9.687709,-36.357418,10
1,giro dell'emilia,Giro dell'Emilia,2019,1.HC,0,1,0,58.76623,148.512724,22.151513,-7.066004,10
1,world championships - itt,World Championship ITT,2013,WC,1,0,0,13.52647,2.459735,-47.28794,25.46491,6
1,world championships - itt,World Championship ITT,2014,WC,1,0,0,29.79927,25.783077,-82.96311,37.53052,9
1,world championships - itt,World Championship ITT,2015,WC,1,0,0,27.00868,28.08452,-81.33202,36.90171,8
1,world championships - itt,World Championship ITT,2017,WC,1,0,0,49.87112,85.688793,-79.95291,18.99891,10
1,world championships - itt,World Championship ITT,2018,WC,1,0,0,28.72702,45.849245,-80.56073,45.20354,9
1,kuurne-bruxelles-kuurne,Kuurne Bruxelles Kuurne,2014,1.1,0,1,0,-42.66808,6.655024,-6.262514,25.744298,7
1,kuurne-bruxelles-kuurne,Kuurne Bruxelles Kuurne,2015,1.1,0,1,0,-204.78593,23.207177,-24.724774,-1.065318,10
1,kuurne-bruxelles-kuurne,Kuurne Bruxelles Kuurne,2016,1.HC,0,1,0,-227.81667,57.817095,-20.604174,22.163267,9
1,kuurne-bruxelles-kuurne,Kuurne Bruxelles Kuurne,2017,1.HC,0,1,0,-156.06428,87.543669,16.232855,95.092684,10
1,kuurne-bruxelles-kuurne,Kuurne Bruxelles Kuurne,2018,1.HC,0,1,0,-127.37916,13.192284,-3.415597,-28.941037,8
1,kuurne-bruxelles-kuurne,Kuurne Bruxelles Kuurne,2019,1.HC,0,1,0,-79.01224,6.096521,-22.741251,5.898197,10
1,kuurne-bruxelles-kuurne,Kuurne Bruxelles Kuurne,2020,1.Pro,0,1,0,-134.47929,26.22923,10.188185,29.919616,9
1,paris - tours,Paris Tours,2013,1.HC,0,1,0,-99.99596,1.3176413,6.512291,-19.248571,10
1,paris - tours elite,Paris Tours,2014,1.HC,0,1,0,-62.0693,0.8264876,-16.415497,-12.950007,6
1,paris - tours elite,Paris Tours,2015,1.HC,0,1,0,-81.92383,37.0666779,7.091131,38.949471,10
1,paris - tours elite,Paris Tours,2016,1.HC,0,1,0,-215.12346,29.0302209,-3.547414,-47.364934,10
1,paris-tours elite,Paris Tours,2017,1.HC,0,1,0,-107.10574,19.4298853,-3.083698,31.847942,10
1,paris - tours elite,Paris Tours,2018,1.HC,0,1,0,-14.70285,19.0821645,6.221763,50.495399,8
1,paris - tours elite,Paris Tours,2019,1.HC,0,1,0,-49.31771,4.6524729,-8.026637,3.226919,5
1,de brabantse pijl - la fleche brabanconne,De Brabantse Pijl,2013,1.HC,0,1,0,-72.35849484,60.87542,15.62267,75.890769,7
1,de brabantse pijl - la fleche brabanconne,De Brabantse Pijl,2014,1.HC,0,1,0,-9.18640675,30.3226,28.90967,37.346842,9
1,de brabantse pijl - la fleche brabanconne,De Brabantse Pijl,2015,1.HC,0,1,0,-4.177477,32.7274,36.3223,41.073324,10
1,de brabantse pijl - la fleche brabanconne,De Brabantse Pijl,2016,1.HC,0,1,0,-51.55894294,53.50251,50.80077,8.401946,10
1,de brabantse pijl - la fleche brabanconne,De Brabantse Pijl,2017,1.HC,0,1,0,-9.76949753,21.247,24.42041,29.011723,7
1,de brabantse pijl - la fleche brabanconne,De Brabantse Pijl,2018,1.HC,0,1,0,-16.77701447,30.01549,42.93781,31.701014,10
1,de brabantse pijl - la fleche brabanconne,De Brabantse Pijl,2019,1.HC,0,1,0,-0.09903773,33.1288,17.86192,31.182017,9
1,le samyn,Le Samyn,2013,1.1,0,1,0,-17.379993,-13.974426,-5.7015409,-11.344825,7
1,le samyn,Le Samyn,2014,1.1,0,1,0,-55.405743,-4.452964,4.4046404,-21.046042,7
1,le samyn,Le Samyn,2015,1.1,0,1,0,-34.043906,3.767887,0.5263281,3.694573,8
1,le samyn,Le Samyn,2016,1.1,0,1,0,-31.043067,-5.072025,-12.1976968,1.487361,6
1,le samyn,Le Samyn,2017,1.1,0,1,0,5.259928,-5.823629,-8.3523878,2.692628,5
1,le samyn,Le Samyn,2018,1.1,0,1,0,-10.460681,5.844079,5.5145465,17.62622,4
1,le samyn,Le Samyn,2019,1.1,0,1,0,1.938491,-6.200832,-2.2200883,12.922896,5
1,le samyn,Le Samyn,2020,1.1,0,1,0,-37.444871,-5.54979,0.8372874,-9.896044,5
1,chrono des nations,Chrono des Nations,2013,1.1,1,0,0,6.077301,3.651751,-17.1889234,11.566059,3
1,chrono des nations,Chrono des Nations,2014,1.1,1,0,0,3.357251,-1.968832,-0.1696318,2.666269,2
1,chrono des nations,Chrono des Nations,2015,1.1,1,0,0,13.808797,-4.726587,-26.8441242,11.788765,5
1,chrono des nations,Chrono des Nations,2016,1.1,1,0,0,11.452209,-3.369525,-22.4307783,9.330418,4
1,chrono des nations,Chrono des Nations,2017,1.1,1,0,0,13.468406,2.000204,-12.2603235,7.213326,5
1,chrono des nations,Chrono des Nations,2018,1.1,1,0,0,18.464406,21.599222,-2.8501488,-2.850565,5
1,chrono des nations,Chrono des Nations,2019,1.1,1,0,0,9.304089,11.010858,-11.7113356,13.269982,5
